id,device_id,msg_type,latitude,longitude,height,solution_type,diff_age,station_id,source_channel,raw_data,gnss_time,e_accuracy,n_accuracy,u_accuracy,server_id,created_at
40,loss-010,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784007975,135.0,135.0,270.0,SURVEY-SRV-001,1784007975
41,loss-011,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784007975,135.0,135.0,270.0,SURVEY-SRV-001,1784007975
42,loss-013,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784007975,135.0,135.0,270.0,SURVEY-SRV-001,1784007975
43,loss-014,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784007975,135.0,135.0,270.0,SURVEY-SRV-001,1784007975
44,loss-015,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784007975,135.0,135.0,270.0,SURVEY-SRV-001,1784007975
45,loss-016,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784007975,135.0,135.0,270.0,SURVEY-SRV-001,1784007975
46,loss-017,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784007975,135.0,135.0,270.0,SURVEY-SRV-001,1784007975
47,loss-018,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784007975,135.0,135.0,270.0,SURVEY-SRV-001,1784007975
48,loss-019,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784007975,135.0,135.0,270.0,SURVEY-SRV-001,1784007975
49,weak-000,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
50,weak-001,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
51,weak-002,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
52,weak-003,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
53,weak-004,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
54,weak-005,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
55,weak-006,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
56,weak-007,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
57,weak-008,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
58,weak-009,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
59,weak-010,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
60,weak-011,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
61,weak-012,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
62,weak-013,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
63,weak-014,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
64,weak-015,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
65,weak-016,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
66,weak-017,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
67,weak-018,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
68,weak-019,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008108,135.0,135.0,270.0,SURVEY-SRV-001,1784008108
69,loss-000,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008109,135.0,135.0,270.0,SURVEY-SRV-001,1784008109
70,loss-001,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008109,135.0,135.0,270.0,SURVEY-SRV-001,1784008109
71,loss-002,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008109,135.0,135.0,270.0,SURVEY-SRV-001,1784008109
72,loss-003,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008109,135.0,135.0,270.0,SURVEY-SRV-001,1784008109
73,loss-004,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008109,135.0,135.0,270.0,SURVEY-SRV-001,1784008109
74,loss-007,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008109,135.0,135.0,270.0,SURVEY-SRV-001,1784008109
75,loss-008,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008109,135.0,135.0,270.0,SURVEY-SRV-001,1784008109
76,loss-009,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008109,135.0,135.0,270.0,SURVEY-SRV-001,1784008109
77,loss-010,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008109,135.0,135.0,270.0,SURVEY-SRV-001,1784008109
78,loss-011,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008109,135.0,135.0,270.0,SURVEY-SRV-001,1784008109
79,loss-012,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008109,135.0,135.0,270.0,SURVEY-SRV-001,1784008109
80,loss-013,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008109,135.0,135.0,270.0,SURVEY-SRV-001,1784008109
81,loss-014,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008110,135.0,135.0,270.0,SURVEY-SRV-001,1784008110
82,loss-016,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008110,135.0,135.0,270.0,SURVEY-SRV-001,1784008110
83,loss-017,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008110,135.0,135.0,270.0,SURVEY-SRV-001,1784008110
84,loss-019,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008110,135.0,135.0,270.0,SURVEY-SRV-001,1784008110
85,weak-000,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008212,135.0,135.0,270.0,SURVEY-SRV-001,1784008212
86,weak-001,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008212,135.0,135.0,270.0,SURVEY-SRV-001,1784008212
87,weak-002,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008212,135.0,135.0,270.0,SURVEY-SRV-001,1784008212
88,weak-003,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008212,135.0,135.0,270.0,SURVEY-SRV-001,1784008212
89,weak-004,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008212,135.0,135.0,270.0,SURVEY-SRV-001,1784008212
90,weak-005,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008212,135.0,135.0,270.0,SURVEY-SRV-001,1784008212
91,weak-006,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
92,weak-007,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
93,weak-008,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
94,weak-009,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
95,weak-010,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
96,weak-011,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
97,weak-012,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
98,weak-013,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
99,weak-014,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
100,weak-015,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
101,weak-016,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
102,weak-017,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
103,weak-018,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
104,weak-019,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
105,loss-000,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
106,loss-002,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
107,loss-004,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
108,loss-005,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
109,loss-006,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
110,loss-007,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
111,loss-009,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
112,loss-010,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
113,loss-013,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008213,135.0,135.0,270.0,SURVEY-SRV-001,1784008213
114,loss-014,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008214,135.0,135.0,270.0,SURVEY-SRV-001,1784008214
115,loss-015,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008214,135.0,135.0,270.0,SURVEY-SRV-001,1784008214
116,loss-016,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008214,135.0,135.0,270.0,SURVEY-SRV-001,1784008214
117,loss-017,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008214,135.0,135.0,270.0,SURVEY-SRV-001,1784008214
118,loss-018,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008214,135.0,135.0,270.0,SURVEY-SRV-001,1784008214
119,loss-019,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784008214,135.0,135.0,270.0,SURVEY-SRV-001,1784008214
120,"",GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",0,135.0,135.0,270.0,SURVEY-SRV-001,1784008513
121,"",BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",0,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784008560
122,STRESS-0041,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011351,135.0,135.0,270.0,SURVEY-SRV-001,1784011351
123,STRESS-0006,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011351,135.0,135.0,270.0,SURVEY-SRV-001,1784011351
124,STRESS-0003,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011351,135.0,135.0,270.0,SURVEY-SRV-001,1784011351
125,STRESS-0040,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011351,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011351
126,STRESS-0019,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011351,135.0,135.0,270.0,SURVEY-SRV-001,1784011351
127,STRESS-0000,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011351,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011351
128,STRESS-0001,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011351,135.0,135.0,270.0,SURVEY-SRV-001,1784011351
129,STRESS-0014,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011351,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011351
130,STRESS-0038,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011351,135.0,135.0,270.0,SURVEY-SRV-001,1784011351
131,STRESS-0035,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011351,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011351
132,STRESS-0044,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011351,135.0,135.0,270.0,SURVEY-SRV-001,1784011351
133,STRESS-0030,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011351,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011351
134,STRESS-0014,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011351,135.0,135.0,270.0,SURVEY-SRV-001,1784011351
135,STRESS-0024,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011351,135.0,135.0,270.0,SURVEY-SRV-001,1784011351
136,STRESS-0047,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011351,135.0,135.0,270.0,SURVEY-SRV-001,1784011351
137,STRESS-0046,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
138,STRESS-0039,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
139,STRESS-0019,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
140,STRESS-0013,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
141,STRESS-0023,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
142,STRESS-0004,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
143,STRESS-0043,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
144,STRESS-0008,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
145,STRESS-0020,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
146,STRESS-0030,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
147,STRESS-0021,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
148,STRESS-0015,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
149,STRESS-0011,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
150,STRESS-0049,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
151,STRESS-0031,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
152,STRESS-0023,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
153,STRESS-0013,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
154,STRESS-0040,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
155,STRESS-0019,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
156,STRESS-0025,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
157,STRESS-0049,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
158,STRESS-0034,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
159,STRESS-0026,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
160,STRESS-0032,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
161,STRESS-0048,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
162,STRESS-0004,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
163,STRESS-0030,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
164,STRESS-0012,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
165,STRESS-0031,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
166,STRESS-0042,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
167,STRESS-0017,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
168,STRESS-0040,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
169,STRESS-0003,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
170,STRESS-0006,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
171,STRESS-0009,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
172,STRESS-0036,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
173,STRESS-0011,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
174,STRESS-0027,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
175,STRESS-0017,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
176,STRESS-0007,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
177,STRESS-0014,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
178,STRESS-0015,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
179,STRESS-0034,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
180,STRESS-0030,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
181,STRESS-0019,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
182,STRESS-0034,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
183,STRESS-0001,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011352,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011352
184,STRESS-0035,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
185,STRESS-0041,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011352,135.0,135.0,270.0,SURVEY-SRV-001,1784011352
